CustomerName,CustomerID,Segment,City,State,Region,Country,PostalCode,OrderID,OrderDate,ShipDate,ShipMode,Sales,Discount,Profit,Quantity,ProductName,Category,SubCategory
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"18,9","0,0","9,072",6,Avery 518,Office Supplies,Labels
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"1282,41","0,1","213,735",5,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"4,92","0,0","2,214",3,BIC Brite Liner Grip Highlighters,Office Supplies,Art
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"238,0","0,0","38,08",2,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"167,97","0,0","40,3128",3,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories
Ann Chong,AC-10615,Corporate,New York City,New York,East,United States,10009,CA-2017-157987,2017-09-02,2017-09-06,Standard Class,"17,12","0,0","7,704",4,Xerox 1962,Office Supplies,Paper
Robert Waldorf,RW-19690,Consumer,Springfield,Missouri,Central,United States,65807,CA-2017-110905,2017-09-10,2017-09-15,Second Class,"16,2","0,0","7,776",3,3M Organizer Strips,Office Supplies,Binders
Robert Waldorf,RW-19690,Consumer,Springfield,Missouri,Central,United States,65807,CA-2017-110905,2017-09-10,2017-09-15,Second Class,"33,99","0,0","14,6157",3,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Appliances
Robert Waldorf,RW-19690,Consumer,Springfield,Missouri,Central,United States,65807,CA-2017-110905,2017-09-10,2017-09-15,Second Class,"296,85","0,0","53,433",5,Logitech G105 Gaming Keyboard,Technology,Accessories
Robert Waldorf,RW-19690,Consumer,Springfield,Missouri,Central,United States,65807,CA-2017-110905,2017-09-10,2017-09-15,Second Class,"112,8","0,0","6,768",6,Imation Clip USB flash drive - 8 GB,Technology,Accessories
Robert Waldorf,RW-19690,Consumer,Springfield,Missouri,Central,United States,65807,CA-2017-110905,2017-09-10,2017-09-15,Second Class,"13,71","0,0","6,5808",3,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders
Robert Waldorf,RW-19690,Consumer,Springfield,Missouri,Central,United States,65807,CA-2017-110905,2017-09-10,2017-09-15,Second Class,"24,9","0,0","11,703",5,Xerox 1970,Office Supplies,Paper
Robert Waldorf,RW-19690,Consumer,Springfield,Missouri,Central,United States,65807,CA-2017-110905,2017-09-10,2017-09-15,Second Class,"286,29","0,0","17,1774",3,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage
Robert Waldorf,RW-19690,Consumer,Springfield,Missouri,Central,United States,65807,CA-2017-110905,2017-09-10,2017-09-15,Second Class,"24,18","0,0","7,254",2,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances
Dean Braden,DB-13210,Consumer,Paterson,New Jersey,East,United States,7501,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,"281,97","0,0","78,9516",3,Jabra SPEAK 410,Technology,Phones
Dean Braden,DB-13210,Consumer,Paterson,New Jersey,East,United States,7501,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,"69,5","0,0","20,155",5,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,Supplies
Dean Braden,DB-13210,Consumer,Paterson,New Jersey,East,United States,7501,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,"166,44","0,0","79,8912",3,Xerox 1913,Office Supplies,Paper
Bill Donatelli,BD-11320,Consumer,Tulsa,Oklahoma,Central,United States,74133,CA-2017-117485,2017-09-23,2017-09-29,Standard Class,"291,96","0,0","102,186",4,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories
Max Ludwig,ML-17755,Home Office,Chicago,Illinois,Central,United States,60623,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,"6,408","0,2","0,6408",3,Blackstonian Pencils,Office Supplies,Art
Max Ludwig,ML-17755,Home Office,Chicago,Illinois,Central,United States,60623,CA-2017-140242,2017-05-06,2017-05-11,Standard Class,"408,744","0,2","76,6395",7,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories
Joy Daniels,JD-16015,Consumer,Chicago,Illinois,Central,United States,60610,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,"5,104","0,8","-8,6768",4,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders
Joy Daniels,JD-16015,Consumer,Chicago,Illinois,Central,United States,60610,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,"2,896","0,2","0,4706",2,Assorted Color Push Pins,Office Supplies,Fasteners
Joy Daniels,JD-16015,Consumer,Chicago,Illinois,Central,United States,60610,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,"35,016","0,2","-2,1885",3,Belkin Standard 104 key USB Keyboard,Technology,Accessories
Alan Schoenberger,AS-10225,Corporate,Montgomery,Alabama,South,United States,36116,CA-2014-110408,2014-10-18,2014-10-20,Second Class,"275,97","0,0","11,0388",3,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage
Alan Schoenberger,AS-10225,Corporate,Montgomery,Alabama,South,United States,36116,CA-2014-110408,2014-10-18,2014-10-20,Second Class,"1394,95","0,0","362,687",5,Avaya IP Phone 1140E VoIP phone,Technology,Phones
Alan Schoenberger,AS-10225,Corporate,Montgomery,Alabama,South,United States,36116,CA-2014-110408,2014-10-18,2014-10-20,Second Class,"545,88","0,0","70,9644",6,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs
Allen Armold,AA-10375,Consumer,Salem,Oregon,West,United States,97301,CA-2015-109939,2015-05-08,2015-05-12,Standard Class,"5,248","0,2","0,5904",2,Newell 321,Office Supplies,Art
Kean Takahito,KT-16465,Consumer,Glendale,Arizona,West,United States,85301,CA-2016-112669,2016-04-14,2016-04-14,Same Day,"933,536","0,2","105,0228",4,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs
Kean Takahito,KT-16465,Consumer,Glendale,Arizona,West,United States,85301,CA-2016-112669,2016-04-14,2016-04-14,Same Day,"42,976","0,2","4,2976",4,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage
Muhammed MacIntyre,MM-18280,Corporate,Columbus,Georgia,South,United States,31907,CA-2015-119592,2015-12-14,2015-12-16,Second Class,"3,76","0,0","1,8048",2,3-ring staple pack,Office Supplies,Binders
Nathan Gelder,NG-18430,Consumer,Oklahoma City,Oklahoma,Central,United States,73120,CA-2014-122749,2014-12-03,2014-12-09,Standard Class,"479,96","0,0","134,3888",4,Jabra Supreme Plus Driver Edition Headset,Technology,Phones
Laurel Workman,LW-16825,Corporate,Brentwood,California,West,United States,94513,CA-2014-164721,2014-11-25,2014-11-27,Second Class,"320,88","0,0","93,0552",6,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances
Laurel Workman,LW-16825,Corporate,Brentwood,California,West,United States,94513,CA-2014-164721,2014-11-25,2014-11-27,Second Class,"23,88","0,0","10,5072",3,Staple-based wall hangings,Furniture,Furnishings
Laurel Workman,LW-16825,Corporate,Brentwood,California,West,United States,94513,CA-2014-164721,2014-11-25,2014-11-27,Second Class,"26,76","0,0","12,3096",4,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper
Christy Brittain,CB-12415,Consumer,Columbus,Ohio,East,United States,43229,CA-2016-147417,2016-07-25,2016-07-27,First Class,"1439,976","0,4","191,9968",4,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers
Adam Shillingsburg,AS-10090,Consumer,Springfield,Missouri,Central,United States,65807,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,"17,22","0,0","7,9212",3,Binder Posts,Office Supplies,Binders
Adam Shillingsburg,AS-10090,Consumer,Springfield,Missouri,Central,United States,65807,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,"1024,38","0,0","215,1198",7,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables
Adam Shillingsburg,AS-10090,Consumer,Springfield,Missouri,Central,United States,65807,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,"26,22","0,0","12,3234",3,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes
Adam Shillingsburg,AS-10090,Consumer,Springfield,Missouri,Central,United States,65807,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,"17,34","0,0","8,4966",3,Xerox 1978,Office Supplies,Paper
Christy Brittain,CB-12415,Consumer,Philadelphia,Pennsylvania,East,United States,19134,CA-2017-111374,2017-02-24,2017-02-28,Standard Class,"4,956","0,7","-3,7996",4,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders
Max Ludwig,ML-17755,Home Office,Springfield,Oregon,West,United States,97477,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,"71,04","0,2","26,64",6,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels
Max Ludwig,ML-17755,Home Office,Springfield,Oregon,West,United States,97477,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,"5,344","0,2","0,7348",2,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art
Max Ludwig,ML-17755,Home Office,Springfield,Oregon,West,United States,97477,CA-2017-133648,2017-06-25,2017-07-02,Standard Class,"11,304","0,2","-2,1195",3,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners
Joy Smith,JS-16030,Consumer,Houston,Texas,Central,United States,77036,US-2017-147221,2017-12-02,2017-12-04,Second Class,"294,62","0,8","-766,012",5,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Appliances
Joy Smith,JS-16030,Consumer,Houston,Texas,Central,United States,77036,US-2017-147221,2017-12-02,2017-12-04,Second Class,"8,752","0,6","-3,7196",4,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings
Neil Ducich,ND-18460,Corporate,Chesapeake,Virginia,South,United States,23320,CA-2014-131905,2014-02-06,2014-02-09,First Class,"15,0","0,0","7,2",4,Avery 480,Office Supplies,Labels
Neil Ducich,ND-18460,Corporate,Chesapeake,Virginia,South,United States,23320,CA-2014-131905,2014-02-06,2014-02-09,First Class,"161,61","0,0","42,0186",1,Aastra 57i VoIP phone,Technology,Phones
Neil Ducich,ND-18460,Corporate,Chesapeake,Virginia,South,United States,23320,CA-2014-131905,2014-02-06,2014-02-09,First Class,"144,95","0,0","42,0355",5,AT&T CL82213,Technology,Phones
Luke Weiss,LW-17215,Consumer,Pasadena,California,West,United States,91104,CA-2017-166128,2017-04-11,2017-04-18,Standard Class,"199,95","0,0","21,9945",5,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories
Luke Weiss,LW-17215,Consumer,Pasadena,California,West,United States,91104,CA-2017-166128,2017-04-11,2017-04-18,Standard Class,"41,86","0,0","14,2324",7,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art
Joni Wasserman,JW-15955,Consumer,Louisville,Kentucky,South,United States,40214,CA-2017-163510,2017-12-25,2017-12-28,Second Class,"95,94","0,0","9,594",3,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage
Joni Wasserman,JW-15955,Consumer,Louisville,Kentucky,South,United States,40214,CA-2017-163510,2017-12-25,2017-12-28,Second Class,"304,45","0,0","76,1125",5,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs
Sample Company A,SC-20050,Home Office,Lubbock,Texas,Central,United States,79424,US-2017-143028,2017-04-11,2017-04-18,Standard Class,"11,364","0,8","-17,046",3,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders
Rob Williams,RW-19630,Corporate,Columbia,Missouri,Central,United States,65203,CA-2014-111150,2014-12-31,2015-01-04,Standard Class,"29,68","0,0","11,5752",7,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art
Rob Williams,RW-19630,Corporate,Columbia,Missouri,Central,United States,65203,CA-2014-111150,2014-12-31,2015-01-04,Standard Class,"47,53","0,0","16,1602",7,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories
Charlotte Melton,CM-12190,Consumer,Chicago,Illinois,Central,United States,60623,CA-2017-165386,2017-08-03,2017-08-04,First Class,"183,372","0,3","-36,6744",2,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases
Jamie Frazer,JF-15190,Consumer,Johnson City,Tennessee,South,United States,37604,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,"4,224","0,2","0,4752",3,Newell 310,Office Supplies,Art
Jamie Frazer,JF-15190,Consumer,Johnson City,Tennessee,South,United States,37604,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,"333,056","0,2","29,1424",2,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances
Jamie Frazer,JF-15190,Consumer,Johnson City,Tennessee,South,United States,37604,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,"24,896","0,2","7,78",4,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper
Stuart Calhoun,SC-20800,Consumer,Houston,Texas,Central,United States,77041,CA-2015-155761,2015-12-11,2015-12-11,Same Day,"159,984","0,2","35,9964",2,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories
Stuart Calhoun,SC-20800,Consumer,Houston,Texas,Central,United States,77041,CA-2015-155761,2015-12-11,2015-12-11,Same Day,"46,344","0,2","4,6344",3,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage
Anne McFarland,AM-10705,Consumer,Auburn,Alabama,South,United States,36830,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,"350,98","0,0","84,2352",1,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs
Anne McFarland,AM-10705,Consumer,Auburn,Alabama,South,United States,36830,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,"13,08","0,0","6,0168",2,Southworth Parchment Paper & Envelopes,Office Supplies,Paper
Anne McFarland,AM-10705,Consumer,Auburn,Alabama,South,United States,36830,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,"900,08","0,0","117,0104",4,Tennsco Double-Tier Lockers,Office Supplies,Storage
Berenike Kampe,BK-11260,Consumer,San Bernardino,California,West,United States,92404,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,"17,568","0,2","6,3684",2,GBC Imprintable Covers,Office Supplies,Binders
Berenike Kampe,BK-11260,Consumer,San Bernardino,California,West,United States,92404,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,"14,62","0,0","6,8714",2,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels
Berenike Kampe,BK-11260,Consumer,San Bernardino,California,West,United States,92404,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,"33,36","0,0","8,6736",4,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies
Berenike Kampe,BK-11260,Consumer,San Bernardino,California,West,United States,92404,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,"40,14","0,0","19,6686",6,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper
Rick Huthwaite,RH-19510,Home Office,Providence,Rhode Island,East,United States,2908,CA-2016-168354,2016-09-19,2016-09-21,First Class,"1606,23","0,0","481,869",9,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage
Rick Huthwaite,RH-19510,Home Office,Providence,Rhode Island,East,United States,2908,CA-2016-168354,2016-09-19,2016-09-21,First Class,"17,04","0,0","7,668",3,Xerox 1916,Office Supplies,Paper
Rick Huthwaite,RH-19510,Home Office,Providence,Rhode Island,East,United States,2908,CA-2016-168354,2016-09-19,2016-09-21,First Class,"49,53","0,0","23,7744",3,JM Magazine Binder,Office Supplies,Binders
Rick Huthwaite,RH-19510,Home Office,Providence,Rhode Island,East,United States,2908,CA-2016-168354,2016-09-19,2016-09-21,First Class,"872,32","0,0","244,2496",4,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs
Gene McClure,GM-14500,Consumer,Fresno,California,West,United States,93727,US-2017-111241,2017-08-20,2017-08-22,Second Class,"239,12","0,2","77,714",5,GBC Recycled Regency Composition Covers,Office Supplies,Binders
Marc Crier,MC-17275,Consumer,Seattle,Washington,West,United States,98103,CA-2015-114237,2015-03-13,2015-03-15,First Class,"141,96","0,0","39,7488",2,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases
Valerie Mitchum,VM-21685,Home Office,Lancaster,California,West,United States,93534,CA-2016-113516,2016-09-08,2016-09-10,Second Class,"33,024","0,2","11,5584",2,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders
Valerie Mitchum,VM-21685,Home Office,Lancaster,California,West,United States,93534,CA-2016-113516,2016-09-08,2016-09-10,Second Class,"67,136","0,2","23,4976",4,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders
Guy Phonely,GP-14740,Corporate,Leominster,Massachusetts,East,United States,1453,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,"14,73","0,0","6,9231",3,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders
Guy Phonely,GP-14740,Corporate,Leominster,Massachusetts,East,United States,1453,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,"104,9","0,0","25,176",5,"Tennsco Lockers, Sand",Office Supplies,Storage
Guy Phonely,GP-14740,Corporate,Leominster,Massachusetts,East,United States,1453,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,"61,04","0,0","30,52",4,Aluminum Screw Posts,Office Supplies,Binders
Guy Phonely,GP-14740,Corporate,Leominster,Massachusetts,East,United States,1453,CA-2015-117961,2015-11-26,2015-11-30,Standard Class,"10,95","0,0","5,1465",3,Loose Memo Sheets,Office Supplies,Paper
George Bell,GB-14530,Corporate,Fort Worth,Texas,Central,United States,76106,CA-2016-128923,2016-12-09,2016-12-13,Standard Class,"9,392","0,2","3,2872",2,Things To Do Today Pad,Office Supplies,Paper
George Bell,GB-14530,Corporate,Fort Worth,Texas,Central,United States,76106,CA-2016-128923,2016-12-09,2016-12-13,Standard Class,"9,328","0,2","0,8162",1,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art
Carol Triggs,CT-11995,Consumer,Rochester,Minnesota,Central,United States,55901,CA-2017-162481,2017-09-25,2017-09-29,Standard Class,"8,26","0,0","3,8822",2,ACCOHIDE Binder by Acco,Office Supplies,Binders
Carol Triggs,CT-11995,Consumer,Rochester,Minnesota,Central,United States,55901,CA-2017-162481,2017-09-25,2017-09-29,Standard Class,"269,97","0,0","51,2943",3,"Global Leather Task Chair, Black",Furniture,Chairs
Carl Weiss,CW-11905,Home Office,Bozeman,Montana,West,United States,59715,CA-2015-119214,2015-01-23,2015-01-27,Standard Class,"29,04","0,0","13,9392",3,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper
Carl Weiss,CW-11905,Home Office,Bozeman,Montana,West,United States,59715,CA-2015-119214,2015-01-23,2015-01-27,Standard Class,"14,62","0,0","6,8714",2,Avery 500,Office Supplies,Labels
